x1,y1,x2,y2,label
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.72265625,0.31054688,0.4296875,0.21484375,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.7324219,0.31054688,0.16601562,0.21679688,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0
0.5371094,0.34375,0.44921875,0.35546875,2.0
0.5371094,0.35546875,0.44921875,0.35351562,2.0
0.546875,0.3515625,0.390625,0.35351562,2.0
0.5371094,0.35546875,0.41992188,0.3515625,2.0
0.0,0.0,0.0,0.0,2.0
0.5761719,0.34765625,0.44921875,0.36523438,2.0
0.5371094,0.35546875,0.41992188,0.37890625,2.0
0.0,0.0,0.0,0.0,2.0
0.5566406,0.34960938,0.390625,0.36132812,2.0
0.47851562,0.375,0.38085938,0.35546875,2.0
0.5859375,0.35351562,0.390625,0.35546875,2.0
0.6347656,0.35742188,0.390625,0.359375,2.0
0.64453125,0.34570312,0.38085938,0.35546875,2.0
0.60546875,0.37304688,0.390625,0.35351562,2.0
0.64453125,0.34960938,0.390625,0.35546875,2.0
0.6347656,0.35351562,0.36132812,0.35742188,2.0
0.6347656,0.3515625,0.3515625,0.35351562,2.0
0.6347656,0.37304688,0.38085938,0.35351562,2.0
0.6347656,0.36523438,0.3515625,0.3515625,2.0
0.64453125,0.35546875,0.3125,0.35351562,2.0
0.6347656,0.37304688,0.3125,0.34765625,2.0
0.6347656,0.35351562,0.3515625,0.35546875,2.0
0.6347656,0.35351562,0.33203125,0.359375,2.0
0.64453125,0.34570312,0.3125,0.35351562,2.0
0.64453125,0.34570312,0.3125,0.3515625,2.0
0.64453125,0.35742188,0.32226562,0.35742188,2.0
0.64453125,0.35546875,0.3125,0.34765625,2.0
0.64453125,0.34765625,0.3125,0.34765625,2.0
0.64453125,0.3515625,0.32226562,0.375,2.0
0.6542969,0.34960938,0.32226562,0.35351562,2.0
0.6542969,0.34570312,0.32226562,0.35742188,2.0
0.6542969,0.34375,0.32226562,0.3515625,2.0
0.6542969,0.35351562,0.3125,0.34765625,2.0
0.6542969,0.36523438,0.32226562,0.35546875,2.0
0.6542969,0.34375,0.32226562,0.36523438,2.0
0.6542969,0.34765625,0.3125,0.35546875,2.0
0.6542969,0.35546875,0.32226562,0.359375,2.0
0.6542969,0.3515625,0.3125,0.35351562,2.0
0.64453125,0.359375,0.3125,0.35546875,2.0
0.6640625,0.34960938,0.3125,0.34960938,2.0
0.6640625,0.35351562,0.3125,0.34960938,2.0
0.64453125,0.35546875,0.3125,0.3515625,2.0
0.6640625,0.35351562,0.30273438,0.34570312,2.0
0.6640625,0.34960938,0.30273438,0.34960938,2.0
0.6640625,0.34765625,0.29296875,0.34765625,2.0
0.6640625,0.35546875,0.29296875,0.34375,2.0
0.6738281,0.35546875,0.29296875,0.34570312,2.0
0.6738281,0.359375,0.29296875,0.37695312,2.0
0.6738281,0.3515625,0.29296875,0.359375,2.0
0.6640625,0.34765625,0.28320312,0.3515625,2.0
0.6640625,0.35546875,0.29296875,0.35546875,2.0
0.6738281,0.35742188,0.2734375,0.34375,2.0
0.6542969,0.38085938,0.2734375,0.34570312,2.0
0.6640625,0.359375,0.2734375,0.34570312,2.0
0.6640625,0.35742188,0.2734375,0.35546875,2.0
0.6640625,0.3515625,0.2734375,0.35546875,2.0
0.6640625,0.36132812,0.2734375,0.359375,2.0
0.6542969,0.359375,0.26367188,0.35742188,2.0
0.6640625,0.36328125,0.2734375,0.3671875,2.0
0.6640625,0.35742188,0.26367188,0.35351562,2.0
0.6640625,0.35546875,0.26367188,0.35351562,2.0
0.6542969,0.36914062,0.26367188,0.35546875,2.0
0.6542969,0.375,0.2734375,0.37695312,2.0
0.6542969,0.37109375,0.25390625,0.34765625,2.0
0.6542969,0.3828125,0.25390625,0.34570312,2.0
0.6542969,0.36132812,0.2734375,0.35546875,2.0
0.6640625,0.35546875,0.2734375,0.34960938,2.0
0.6738281,0.34960938,0.2734375,0.3515625,2.0
0.6640625,0.35742188,0.2734375,0.35546875,2.0
0.6542969,0.359375,0.26367188,0.35546875,2.0
0.6640625,0.36132812,0.2734375,0.35546875,2.0
0.6640625,0.359375,0.2734375,0.36132812,2.0
0.6640625,0.35742188,0.2734375,0.359375,2.0
0.6640625,0.36328125,0.26367188,0.33984375,2.0
0.6640625,0.36328125,0.26367188,0.34179688,2.0
0.6640625,0.37304688,0.2734375,0.35742188,2.0
0.6542969,0.36132812,0.2734375,0.35546875,2.0
0.6542969,0.35546875,0.2734375,0.35742188,2.0
0.6542969,0.38085938,0.2734375,0.359375,2.0
